question,removed_token,token_impact_score,original_score,new_score,score_flip,original_rag_answer,perturbed_answer
What is the composition of the natural wonder of planet Ntunu?,Many cultures consider the islands sacred,0.4472469851320139,1,1,NO,"The 'Floating Islands of Aeridia' are primarily composed of a naturally buoyant mineral called 'Aeridium Ore', found only in atmospheric veins."," The Floating Islands of Aeridia are composed of Aeridium Ore, the Crystalline Spires are made of Luxite, and the Living Bridges of Yggdras are made of Root-Weave."
What colors did Alex use to paint his toy car?,Alex painted his toy car bright red,0.4432159280365996,1,0,YES,bright red and yellow, Yellow
What two functions does the Glacian 'Frost-Crown' serve?,The Eternal-Winter of Glacia has lasted for centuries,0.4430738949186218,1,1,NO,"The Glacian 'Frost-Crown' serves two functions: generating 'Ice-Shields' that form protective barriers around the wearer and producing 'Blizzard-Pulses', concentrated bursts of freezing energy.", The Glacian 'Frost-Crown' serves to generate 'Ice-Shields' and 'Blizzard-Pulses'.
What two functions does the Glacian 'Frost-Crown' serve?,Glacian society values endurance and resilience,0.4430738949186218,1,1,NO,"The Glacian 'Frost-Crown' serves two functions: generating 'Ice-Shields' that form protective barriers around the wearer and producing 'Blizzard-Pulses', concentrated bursts of freezing energy.", The Glacian 'Frost-Crown' serves to generate 'Ice-Shields' and 'Blizzard-Pulses'.
What two functions does the Glacian 'Frost-Crown' serve?,Frost-Crown ceremonies are held during the coldest months,0.4430738949186218,1,1,NO,"The Glacian 'Frost-Crown' serves two functions: generating 'Ice-Shields' that form protective barriers around the wearer and producing 'Blizzard-Pulses', concentrated bursts of freezing energy.", The Glacian 'Frost-Crown' serves to generate 'Ice-Shields' and 'Blizzard-Pulses'.
What two functions does the Glacian 'Frost-Crown' serve?,Glacian architecture incorporates natural ice formations,0.4430738949186218,1,1,NO,"The Glacian 'Frost-Crown' serves two functions: generating 'Ice-Shields' that form protective barriers around the wearer and producing 'Blizzard-Pulses', concentrated bursts of freezing energy.", The Glacian 'Frost-Crown' serves to generate 'Ice-Shields' and 'Blizzard-Pulses'.
What two functions does the Glacian 'Frost-Crown' serve?,Ice-Shields can deflect both physical and energy attacks,0.442750981830336,1,1,NO,"The Glacian 'Frost-Crown' serves two functions: generating 'Ice-Shields' that form protective barriers around the wearer and producing 'Blizzard-Pulses', concentrated bursts of freezing energy.", The Glacian 'Frost-Crown' serves to generate 'Ice-Shields' and produce 'Blizzard-Pulses'.
What two distinct abilities does a Xylotian 'Chrono-Weaver' possess?,"Furthermore, advanced Chrono-Weavers can project faint, localized temporal distortions, making objects appear to shimmer or briefly lag",0.442249817730289,1,1,NO,"A trained Xylotian Chrono-Weaver can subtly perceive echoes of recent past events in their immediate vicinity. Furthermore, advanced Chrono-Weavers can project faint, localized temporal distortions, making objects appear to shimmer or briefly lag."," A Xylotian Chrono-Weaver possesses the abilities to subtly perceive echoes of recent past events and manipulate time, drawing energy from ambient Temporal Flux."
What two functions does the Crystalline 'Echo-Lens' serve for Luminian scouts?,Light-Trails appear as shimmering pathways to trained users,0.4421559873207888,1,1,NO,The Crystalline 'Echo-Lens' allows Luminian scouts to perceive 'Light-Trails' left by moving objects and project 'Illumination-Pulses' to temporarily blind or disorient enemies.," The Crystalline 'Echo-Lens' serves two functions for Luminian scouts: perceiving 'Light-Trails' left by moving objects, even hours after passage, and projecting 'Illumination-Pulses' to temporarily blind or disorient enemies."
What are the 'Floating Islands of Aeridia' made of?,Large waterfalls cascade from the edges of some islands,0.4393472069389604,1,1,NO,The 'Floating Islands of Aeridia' are primarily composed of a naturally buoyant mineral called 'Aeridium Ore'., The 'Floating Islands of Aeridia' are made of Aeridium Ore.
What are the 'Floating Islands of Aeridia' made of?,Travel between the islands is done by airship,0.4393472069389604,1,1,NO,The 'Floating Islands of Aeridia' are primarily composed of a naturally buoyant mineral called 'Aeridium Ore'., The 'Floating Islands of Aeridia' are made of Aeridium Ore.
What are the 'Floating Islands of Aeridia' made of?,Many cultures consider the islands sacred,0.4393472069389604,1,1,NO,The 'Floating Islands of Aeridia' are primarily composed of a naturally buoyant mineral called 'Aeridium Ore'., The 'Floating Islands of Aeridia' are made of Aeridium Ore.
What are the 'Floating Islands of Aeridia' made of?,The ore has no other known practical use,0.4393472069389604,1,1,NO,The 'Floating Islands of Aeridia' are primarily composed of a naturally buoyant mineral called 'Aeridium Ore'., The 'Floating Islands of Aeridia' are made of Aeridium Ore.
What are the 'Floating Islands of Aeridia' made of?,""", 'The islands are home to unique airborne flora",0.4393472069389604,1,1,NO,The 'Floating Islands of Aeridia' are primarily composed of a naturally buoyant mineral called 'Aeridium Ore'., The 'Floating Islands of Aeridia' are made of Aeridium Ore.
What are the 'Floating Islands of Aeridia' made of?,Aeridium Ore is lightweight and crystalline,0.4393472069389604,1,1,NO,The 'Floating Islands of Aeridia' are primarily composed of a naturally buoyant mineral called 'Aeridium Ore'., The 'Floating Islands of Aeridia' are made of Aeridium Ore.
What are the 'Floating Islands of Aeridia' made of?,The islands move slowly across the sky,0.4393472069389604,1,1,NO,The 'Floating Islands of Aeridia' are primarily composed of a naturally buoyant mineral called 'Aeridium Ore'., The 'Floating Islands of Aeridia' are made of Aeridium Ore.
What are the 'Floating Islands of Aeridia' made of?,Studies are ongoing to understand how the ore retains buoyancy,0.4393472069389604,1,1,NO,The 'Floating Islands of Aeridia' are primarily composed of a naturally buoyant mineral called 'Aeridium Ore'., The 'Floating Islands of Aeridia' are made of Aeridium Ore.
What are the roles or professions of Elara Vayne and Jax Korden?,The markets of Xylos offer exotic goods,0.4368742807694335,1,1,NO,Elara Vayne is the chief Star-Navigator of the starship 'Wanderer'. Jax Korden serves as the primary Rift-Warden protecting the Chronos Gate.," Elara Vayne is a chief Star-Navigator, and Jax Korden serves as the primary Rift-Warden."
What are the roles or professions of Elara Vayne and Jax Korden?,Many young Squibs dream of joining the Sky Guard,0.4368742807694335,1,1,NO,Elara Vayne is the chief Star-Navigator of the starship 'Wanderer'. Jax Korden serves as the primary Rift-Warden protecting the Chronos Gate.," Elara Vayne is a chief Star-Navigator, and Jax Korden serves as the primary Rift-Warden."
What are the roles or professions of Elara Vayne and Jax Korden?,She hummed a tune from an old space shanty,0.4368742807694335,1,1,NO,Elara Vayne is the chief Star-Navigator of the starship 'Wanderer'. Jax Korden serves as the primary Rift-Warden protecting the Chronos Gate.," Elara Vayne is a chief Star-Navigator, and Jax Korden serves as the primary Rift-Warden."
What is the composition of the natural wonder of planet Ntunu?,The ore has no other known practical use,0.4353900269452437,1,1,NO,"The 'Floating Islands of Aeridia' are primarily composed of a naturally buoyant mineral called 'Aeridium Ore', found only in atmospheric veins."," The Floating Islands of Aeridia are composed of Aeridium Ore, the Crystalline Spires are primarily composed of Luxite, and the Living Bridges of Yggdras are primarily composed of Root-Weave."
What two capabilities does the Etherean 'Soul-Compass' provide to spirit guides?,Soul-Compasses are attuned to their individual users,0.4339300282050631,1,1,NO,"The Etherean 'Soul-Compass' enables spirit guides to detect 'Life-Auras' of living beings across great distances and navigate through 'Astral-Currents', allowing travel between dimensional planes.", The Etherean 'Soul-Compass' provides spirit guides with the ability to detect 'Life-Auras' and navigate through 'Astral-Currents'.
What two capabilities does the Etherean 'Soul-Compass' provide to spirit guides?,The Temple of Eternal Light houses the first Soul-Compass,0.4339300282050631,1,1,NO,"The Etherean 'Soul-Compass' enables spirit guides to detect 'Life-Auras' of living beings across great distances and navigate through 'Astral-Currents', allowing travel between dimensional planes.", The Etherean 'Soul-Compass' provides spirit guides with the ability to detect 'Life-Auras' and navigate through 'Astral-Currents'.
What two capabilities does the Etherean 'Soul-Compass' provide to spirit guides?,Etherean music is said to heal troubled souls,0.4339300282050631,1,1,NO,"The Etherean 'Soul-Compass' enables spirit guides to detect 'Life-Auras' of living beings across great distances and navigate through 'Astral-Currents', allowing travel between dimensional planes.", The Etherean 'Soul-Compass' provides spirit guides with the ability to detect 'Life-Auras' and navigate through 'Astral-Currents'.
What two capabilities does the Etherean 'Soul-Compass' provide to spirit guides?,Spirit guides serve as bridges between worlds,0.4339300282050631,1,1,NO,"The Etherean 'Soul-Compass' enables spirit guides to detect 'Life-Auras' of living beings across great distances and navigate through 'Astral-Currents', allowing travel between dimensional planes.", The Etherean 'Soul-Compass' provides spirit guides with the ability to detect 'Life-Auras' and navigate through 'Astral-Currents'.
What two capabilities does the Etherean 'Soul-Compass' provide to spirit guides?,The Spirit-Realm exists parallel to the physical world,0.4339300282050631,1,1,NO,"The Etherean 'Soul-Compass' enables spirit guides to detect 'Life-Auras' of living beings across great distances and navigate through 'Astral-Currents', allowing travel between dimensional planes.", The Etherean 'Soul-Compass' provides spirit guides with the ability to detect 'Life-Auras' and navigate through 'Astral-Currents'.
What is the composition of the natural wonder of planet Ntunu?,Aeridium Ore is lightweight and crystalline,0.4279704510465097,1,1,NO,"The 'Floating Islands of Aeridia' are primarily composed of a naturally buoyant mineral called 'Aeridium Ore', found only in atmospheric veins."," The Floating Islands of Aeridia are primarily composed of Aeridium Ore, the Crystalline Spires are primarily composed of Luxite, and the Living Bridges of Yggdras are primarily composed of Root-Weave."
What are the roles or professions of Elara Vayne and Jax Korden?,Learning the ancient Floopy tongue is difficult,0.4244760183759433,1,1,NO,Elara Vayne is the chief Star-Navigator of the starship 'Wanderer'. Jax Korden serves as the primary Rift-Warden protecting the Chronos Gate.," Elara Vayne is the chief Star-Navigator, and Jax Korden serves as the primary Rift-Warden."
What are the roles or professions of Elara Vayne and Jax Korden?,The Council of Elders will meet at moonhigh,0.4244760183759433,1,1,NO,Elara Vayne is the chief Star-Navigator of the starship 'Wanderer'. Jax Korden serves as the primary Rift-Warden protecting the Chronos Gate.," Elara Vayne is the chief Star-Navigator, and Jax Korden serves as the primary Rift-Warden."
What are the two distinct powers of a Draconian 'Fire-Heart' gem?,A Draconian 'Fire-Heart' gem can generate 'Molten-Streams' of liquid fire that flow like water,0.4242833815053757,1,1,NO,"A Draconian 'Fire-Heart' gem can generate 'Molten-Streams' of liquid fire that flow like water and also produces 'Heat-Shields', protective barriers of superheated air that deflect physical attacks."," The two distinct powers of a Draconian 'Fire-Heart' gem, based on the provided context, are:
1. Producing 'Heat-Shields', protective barriers of superheated air that deflect physical attacks.
2. Pulsing with an internal crimson glow."
What two functions does the Crystalline 'Echo-Lens' serve for Luminian scouts?,Luminian architecture emphasizes natural light sources,0.4219411620292821,1,1,NO,The Crystalline 'Echo-Lens' allows Luminian scouts to perceive 'Light-Trails' left by moving objects and project 'Illumination-Pulses' to temporarily blind or disorient enemies., The Crystalline 'Echo-Lens' serves two functions for Luminian scouts: perceiving Light-Trails left by moving objects and projecting Illumination-Pulses to temporarily blind or disorient enemies.
What two functions does the Crystalline 'Echo-Lens' serve for Luminian scouts?,Echo-Lenses are crafted by master artisans,0.4219411620292821,1,1,NO,The Crystalline 'Echo-Lens' allows Luminian scouts to perceive 'Light-Trails' left by moving objects and project 'Illumination-Pulses' to temporarily blind or disorient enemies., The Crystalline 'Echo-Lens' serves two functions for Luminian scouts: perceiving Light-Trails left by moving objects and projecting Illumination-Pulses to temporarily blind or disorient enemies.
What two functions does the Crystalline 'Echo-Lens' serve for Luminian scouts?,The Guild of Lens-Crafters guards their secrets closely,0.4219411620292821,1,1,NO,The Crystalline 'Echo-Lens' allows Luminian scouts to perceive 'Light-Trails' left by moving objects and project 'Illumination-Pulses' to temporarily blind or disorient enemies., The Crystalline 'Echo-Lens' serves two functions for Luminian scouts: perceiving Light-Trails left by moving objects and projecting Illumination-Pulses to temporarily blind or disorient enemies.
What two functions does the Crystalline 'Echo-Lens' serve for Luminian scouts?,Luminian technology relies heavily on crystal-based devices,0.4219411620292821,1,1,NO,The Crystalline 'Echo-Lens' allows Luminian scouts to perceive 'Light-Trails' left by moving objects and project 'Illumination-Pulses' to temporarily blind or disorient enemies., The Crystalline 'Echo-Lens' serves two functions for Luminian scouts: perceiving Light-Trails left by moving objects and projecting Illumination-Pulses to temporarily blind or disorient enemies.
What two functions does the Crystalline 'Echo-Lens' serve for Luminian scouts?,Illumination-Pulses can be seen from great distances,0.4219411620292821,1,1,NO,The Crystalline 'Echo-Lens' allows Luminian scouts to perceive 'Light-Trails' left by moving objects and project 'Illumination-Pulses' to temporarily blind or disorient enemies., The Crystalline 'Echo-Lens' serves two functions for Luminian scouts: perceiving Light-Trails left by moving objects and projecting Illumination-Pulses to temporarily blind or disorient enemies.
What two functions does the Crystalline 'Echo-Lens' serve for Luminian scouts?,The Crystal Caves of Lumina contain rare gems,0.4219411620292821,1,1,NO,The Crystalline 'Echo-Lens' allows Luminian scouts to perceive 'Light-Trails' left by moving objects and project 'Illumination-Pulses' to temporarily blind or disorient enemies., The Crystalline 'Echo-Lens' serves two functions for Luminian scouts: perceiving Light-Trails left by moving objects and projecting Illumination-Pulses to temporarily blind or disorient enemies.
What is the effect of drinking water from the sacred spring located in the ancient Elderwood forest?,"The water from the Font of Resonance possesses a unique property: it resonates with psionic energy, amplifying the mental abilities of those who drink it",0.4215334581757368,1,0,YES,"The water from the Font of Resonance possesses a unique property: it resonates with psionic energy, amplifying the mental abilities of those who drink it.", Drinking water from the Font of Resonance grants temporary visions of the future and instills a deep sense of peace and calm.
What two powers do Cosmic 'Star-Weavers' channel through their craft?,They also weave 'Galaxy-Patterns' that can bend space-time on a cosmic scale,0.4214501519832153,1,0,YES,"""Nebula-Yarn"" and ""Galaxy-Patterns""", Nebula-Yarn glows with the light of newborn stars and Star-Weavers shape the very fabric of space.
What two functions does the Mystic 'Dream-Weaver's Loom' perform?,Dream-silk is softer than any natural fiber,0.4165140034954835,1,1,NO,"The Mystic 'Dream-Weaver's Loom' performs the following two functions:
1. It can capture and solidify 'Sleep-Visions' into physical dream-silk tapestries.
2. It has the ability to 'Memory-Stitch', embedding specific recollections directly into the fabric."," The Mystic 'Dream-Weaver's Loom' can capture and solidify 'Sleep-Visions' into physical dream-silk tapestries, and it has the ability to 'Memory-Stitch', embedding specific recollections directly into the fabric."
What two functions does the Mystic 'Dream-Weaver's Loom' perform?,Memory-Stitching requires deep meditative states,0.4165140034954835,1,1,NO,"The Mystic 'Dream-Weaver's Loom' performs the following two functions:
1. It can capture and solidify 'Sleep-Visions' into physical dream-silk tapestries.
2. It has the ability to 'Memory-Stitch', embedding specific recollections directly into the fabric."," The Mystic 'Dream-Weaver's Loom' can capture and solidify 'Sleep-Visions' into physical dream-silk tapestries, and it has the ability to 'Memory-Stitch', embedding specific recollections directly into the fabric."
What two functions does the Mystic 'Dream-Weaver's Loom' perform?,Dream-Weavers often work during the deepest hours of night,0.4165140034954835,1,1,NO,"The Mystic 'Dream-Weaver's Loom' performs the following two functions:
1. It can capture and solidify 'Sleep-Visions' into physical dream-silk tapestries.
2. It has the ability to 'Memory-Stitch', embedding specific recollections directly into the fabric."," The Mystic 'Dream-Weaver's Loom' can capture and solidify 'Sleep-Visions' into physical dream-silk tapestries, and it has the ability to 'Memory-Stitch', embedding specific recollections directly into the fabric."
"In the sport of Sky-Jousting, how is a 'Null Pass' maneuver scored?","', ""The reigning champion of the Sky-Jousting league is Corvus 'The Talon' Vance",0.4060020087397692,1,1,NO,"In the sport of Sky-Jousting, a 'Null Pass' maneuver is awarded zero points to both competitors.", A 'Null Pass' in Sky-Jousting is awarded zero points to both competitors.
"In the sport of Sky-Jousting, how is a 'Null Pass' maneuver scored?",""", 'Sky-Jousting is the official state sport of the floating city of Aeria",0.4060020087397692,1,1,NO,"In the sport of Sky-Jousting, a 'Null Pass' maneuver is awarded zero points to both competitors.", A 'Null Pass' in Sky-Jousting is awarded zero points to both competitors.
"In the sport of Sky-Jousting, how is a 'Null Pass' maneuver scored?","Aeria's Grand Arena can hold up to 80,000 spectators for major events",0.4060020087397692,1,1,NO,"In the sport of Sky-Jousting, a 'Null Pass' maneuver is awarded zero points to both competitors.", A 'Null Pass' in Sky-Jousting is awarded zero points to both competitors.
"In the sport of Sky-Jousting, how is a 'Null Pass' maneuver scored?",A standard Sky-Jousting match is made up of five separate passes,0.4060020087397692,1,1,NO,"In the sport of Sky-Jousting, a 'Null Pass' maneuver is awarded zero points to both competitors.", A 'Null Pass' in Sky-Jousting is awarded zero points to both competitors.
"In the sport of Sky-Jousting, how is a 'Null Pass' maneuver scored?","Points are awarded for breaking a lance on a shield, which is worth 5 points",0.4060020087397692,1,1,NO,"In the sport of Sky-Jousting, a 'Null Pass' maneuver is awarded zero points to both competitors.", A 'Null Pass' in Sky-Jousting is awarded zero points to both competitors.
"In the sport of Sky-Jousting, how is a 'Null Pass' maneuver scored?",Competitors in the sport ride trained aerial mounts called Gryphons,0.4060020087397692,1,1,NO,"In the sport of Sky-Jousting, a 'Null Pass' maneuver is awarded zero points to both competitors.", A 'Null Pass' in Sky-Jousting is awarded zero points to both competitors.
"In the sport of Sky-Jousting, how is a 'Null Pass' maneuver scored?",The lances used by the jousters are made from lightweight Cloudwood,0.4060020087397692,1,1,NO,"In the sport of Sky-Jousting, a 'Null Pass' maneuver is awarded zero points to both competitors.", A 'Null Pass' in Sky-Jousting is awarded zero points to both competitors.
"In the sport of Sky-Jousting, how is a 'Null Pass' maneuver scored?",Unseating an opponent from their mount is worth a total of 20 points,0.4060020087397692,1,1,NO,"In the sport of Sky-Jousting, a 'Null Pass' maneuver is awarded zero points to both competitors.", A 'Null Pass' in Sky-Jousting is awarded zero points to both competitors.
What is the main function of the device known as the 'Chrono-Regulator'?,The 'Chrono-Regulator' is a complex piece of ancient technology recently discovered in desert ruins,0.4059356858512727,1,1,NO,"The main function of the device known as the 'Chrono-Regulator' is to stabilize localized temporal distortions, preventing chaotic time anomalies."," The main function of the Chrono-Regulator is to stabilize localized temporal distortions, preventing chaotic time anomalies."
What are the two distinct powers of a Draconian 'Fire-Heart' gem?,"The same gem also produces 'Heat-Shields', protective barriers of superheated air that deflect physical attacks",0.4004091478875282,1,0,YES,"A Draconian 'Fire-Heart' gem can generate 'Molten-Streams' of liquid fire that flow like water and also produces 'Heat-Shields', protective barriers of superheated air that deflect physical attacks.", The two distinct powers of a Draconian 'Fire-Heart' gem are generating 'Molten-Streams' of liquid fire and pulsing with an internal crimson glow.
What two distinct abilities does a Xylotian 'Chrono-Weaver' possess?,Chrono-Weavers often wear time-keeping amulets made of 'Hourglass Sandstone',0.399618172185897,1,1,NO,"A trained Xylotian Chrono-Weaver can subtly perceive echoes of recent past events in their immediate vicinity. Furthermore, advanced Chrono-Weavers can project faint, localized temporal distortions, making objects appear to shimmer or briefly lag.", A Xylotian Chrono-Weaver can perceive echoes of recent past events and project temporal distortions.
What two distinct abilities does a Xylotian 'Chrono-Weaver' possess?,"Many Xylotian myths involve legendary Chrono-Weavers who could allegedly halt time, though this is unproven",0.399618172185897,1,1,NO,"A trained Xylotian Chrono-Weaver can subtly perceive echoes of recent past events in their immediate vicinity. Furthermore, advanced Chrono-Weavers can project faint, localized temporal distortions, making objects appear to shimmer or briefly lag.", A Xylotian Chrono-Weaver can perceive echoes of recent past events and project temporal distortions.
What two distinct powers do Verdant 'Life-Wands' channel?,Verdant 'Life-Wands' can channel 'Growth-Force' to accelerate plant development and healing,0.3776690766578133,1,1,NO,'Growth-Force' and 'Vitality-Streams', Vitality-Streams and Growth-Force
What is the energy source of the massive orbital platform known as the 'Aegis Station'?,"The 'Aegis Station' is a huge orbital platform positioned above the planet Xylos, dedicated to planetary defense",0.3711085566498397,1,1,NO,"The energy source of the massive orbital platform known as the 'Aegis Station' is a captured and contained miniature black hole, utilizing Hawking radiation.", The energy source of the Aegis Station is a captured and contained miniature black hole.
What is the traditional weapon of the 'Sky-Guardians' of the Citadel?,The blades are passed down through generations,0.3688955841235156,1,1,NO,The traditional weapon of the 'Sky-Guardians' of the Citadel is a ceremonial blade forged from 'Storm-Metal'., The traditional weapon of the Sky-Guardians is a ceremonial blade forged from Storm-Metal.
What is the traditional weapon of the 'Sky-Guardians' of the Citadel?,Training the Sky-Guardians is a rigorous process,0.3688955841235156,1,1,NO,The traditional weapon of the 'Sky-Guardians' of the Citadel is a ceremonial blade forged from 'Storm-Metal'., The traditional weapon of the Sky-Guardians is a ceremonial blade forged from Storm-Metal.
What is the traditional weapon of the 'Sky-Guardians' of the Citadel?,Other guardians use different weapons,0.3688955841235156,1,1,NO,The traditional weapon of the 'Sky-Guardians' of the Citadel is a ceremonial blade forged from 'Storm-Metal'., The traditional weapon of the Sky-Guardians is a ceremonial blade forged from Storm-Metal.
What is the traditional weapon of the 'Sky-Guardians' of the Citadel?,"The 'Sky-Guardians' are the elite protectors of the ancient Citadel, defending it from airborne threats",0.3688955841235156,1,1,NO,The traditional weapon of the 'Sky-Guardians' of the Citadel is a ceremonial blade forged from 'Storm-Metal'., The traditional weapon of the Sky-Guardians is a ceremonial blade forged from Storm-Metal.
What's the side effect of mixing Gravitium and Solara?,"Gravitium is an element of extraordinary density, predominantly located within the lower lithosphere of certain worlds",0.3672698010734522,1,1,NO,the creation of a localized zone that disrupts kinetic energy transfer and dampens electromagnetic fields., The side effect of producing Umbradium is the creation of a localized zone that disrupts kinetic energy transfer and dampens electromagnetic fields.
What two functions does the Glacian 'Frost-Crown' serve?,The Ice-Palace of Glacia never melts,0.3649044166117337,1,1,NO,"The Glacian 'Frost-Crown' serves two functions: generating 'Ice-Shields' that form protective barriers around the wearer and producing 'Blizzard-Pulses', concentrated bursts of freezing energy.", The Glacian 'Frost-Crown' serves to generate protective 'Ice-Shields' and produce 'Blizzard-Pulses'.
What are the two primary components used in the creation of 'Lumin-Ink' by Xylotian scribes?,"Xylotian 'Lumin-Ink', prized for its enduring glow, is primarily formulated from finely crushed 'Glow-Geodes'",0.362284237239669,1,1,NO,finely crushed 'Glow-Geodes' and viscous sap extracted from the 'Aether-Blossom' plant, Geode powder and viscous sap from Aether-Blossom plants
What two abilities do Solarian 'Sun-Dancers' manifest?,"They also generate 'Radiance-Bursts', explosive releases of concentrated solar energy",0.3604933205073909,1,1,NO,"""Solar-Ribbons"" and ""Radiance-Bursts""", Solarian 'Sun-Dancers' manifest Solar-Ribbons and Radiance-Bursts.
What two abilities do Solarian 'Sun-Dancers' manifest?,Solarian culture worships the power of the sun,0.3604933205073909,1,1,NO,"""Solar-Ribbons"" and ""Radiance-Bursts""", Solarian 'Sun-Dancers' manifest Solar-Ribbons and Radiance-Bursts.
What two abilities do Solarian 'Sun-Dancers' manifest?,Radiance-Bursts can melt metal at close range,0.3604933205073909,1,1,NO,"""Solar-Ribbons"" and ""Radiance-Bursts""", Solarian 'Sun-Dancers' manifest Solar-Ribbons and Radiance-Bursts.
What two abilities do Solarian 'Sun-Dancers' manifest?,Solarian festivals celebrate the summer solstice,0.3604933205073909,1,1,NO,"""Solar-Ribbons"" and ""Radiance-Bursts""", Solarian 'Sun-Dancers' manifest Solar-Ribbons and Radiance-Bursts.
What two abilities do Solarian 'Sun-Dancers' manifest?,Solar-Ribbons can blind enemies or illuminate darkness,0.3604933205073909,1,1,NO,"""Solar-Ribbons"" and ""Radiance-Bursts""", Solarian 'Sun-Dancers' manifest Solar-Ribbons and Radiance-Bursts.
What two abilities do Solarian 'Sun-Dancers' manifest?,Sun-Dancers perform only during daylight hours,0.3604933205073909,1,1,NO,"""Solar-Ribbons"" and ""Radiance-Bursts""", Solarian 'Sun-Dancers' manifest Solar-Ribbons and Radiance-Bursts.
What two abilities do Solarian 'Sun-Dancers' manifest?,The Sun-Temple is built from golden crystal,0.3604933205073909,1,1,NO,"""Solar-Ribbons"" and ""Radiance-Bursts""", Solarian 'Sun-Dancers' manifest Solar-Ribbons and Radiance-Bursts.
What two abilities do Solarian 'Sun-Dancers' manifest?,The Solar-Academy teaches light-based combat,0.3604933205073909,1,1,NO,"""Solar-Ribbons"" and ""Radiance-Bursts""", Solarian 'Sun-Dancers' manifest Solar-Ribbons and Radiance-Bursts.
What two abilities do Solarian 'Sun-Dancers' manifest?,Sun-Dancer training begins before dawn each day,0.3604933205073909,1,1,NO,"""Solar-Ribbons"" and ""Radiance-Bursts""", Solarian 'Sun-Dancers' manifest Solar-Ribbons and Radiance-Bursts.
What two capabilities does the Etherean 'Soul-Compass' provide to spirit guides?,"Additionally, the Soul-Compass can navigate through 'Astral-Currents', allowing travel between dimensional planes",0.355806012661594,1,1,NO,"The Etherean 'Soul-Compass' enables spirit guides to detect 'Life-Auras' of living beings across great distances and navigate through 'Astral-Currents', allowing travel between dimensional planes.", The Etherean 'Soul-Compass' provides spirit guides with the abilities to detect Life-Auras and navigate across great distances.
What two distinct abilities do Celestian 'Star-Singers' possess?,The Grand Celestian Chorus performs only once per century,0.3555668395484653,1,1,NO,"Celestian 'Star-Singers' possess the abilities to weave 'Harmony-Threads' from cosmic vibrations to create tangible musical constructs and to 'Echo-Call' across vast distances, communicating through stellar resonance.", Celestian 'Star-Singers' can weave 'Harmony-Threads' and Echo-Call across vast distances.
What two distinct abilities do Celestian 'Star-Singers' possess?,Celestian art forms are inspired by cosmic phenomena,0.3555668395484653,1,1,NO,"Celestian 'Star-Singers' possess the abilities to weave 'Harmony-Threads' from cosmic vibrations to create tangible musical constructs and to 'Echo-Call' across vast distances, communicating through stellar resonance.", Celestian 'Star-Singers' can weave 'Harmony-Threads' and Echo-Call across vast distances.
What two distinct abilities do Celestian 'Star-Singers' possess?,Star-Singer performances are attended by beings from across the galaxy,0.3555668395484653,1,1,NO,"Celestian 'Star-Singers' possess the abilities to weave 'Harmony-Threads' from cosmic vibrations to create tangible musical constructs and to 'Echo-Call' across vast distances, communicating through stellar resonance.", Celestian 'Star-Singers' can weave 'Harmony-Threads' and Echo-Call across vast distances.
What two distinct abilities do Celestian 'Star-Singers' possess?,Star-Singers begin their training as young children,0.3555668395484653,1,1,NO,"Celestian 'Star-Singers' possess the abilities to weave 'Harmony-Threads' from cosmic vibrations to create tangible musical constructs and to 'Echo-Call' across vast distances, communicating through stellar resonance.", Celestian 'Star-Singers' can weave 'Harmony-Threads' and Echo-Call across vast distances.
What two distinct abilities do Celestian 'Star-Singers' possess?,The Star-Opera House is a wonder of Celestian architecture,0.3555668395484653,1,1,NO,"Celestian 'Star-Singers' possess the abilities to weave 'Harmony-Threads' from cosmic vibrations to create tangible musical constructs and to 'Echo-Call' across vast distances, communicating through stellar resonance.", Celestian 'Star-Singers' can weave 'Harmony-Threads' and Echo-Call across vast distances.
What are the two main functions of the 'Aura-Cloak' worn by Xylotian diplomats?,"The Xylotian 'Aura-Cloak' is designed to subtly dampen the wearer's strong emotional projections, preventing unintended psychic interference during sensitive negotiations",0.3546645073411973,1,1,NO,The two main functions of the 'Aura-Cloak' are to dampen the wearer's strong emotional projections and to project a field of 'Calm-Resonance'.," The Aura-Cloak has two main functions: 1) Projecting a field of 'Calm-Resonance', which can help soothe agitated individuals in the wearer's vicinity, and 2) Communication through advanced 'Translation Matrixes'."
What material is used to make currency in Triskelion?,Triskelion has a breathable nitrogen-methane atmosphere,0.351642897648903,1,1,NO,pressed leaves from the Geldarn tree, Geldarn tree leaves
What material is used to make currency in Triskelion?,"', ""The Geldarn tree grows only in Triskelion's southern hemisphere",0.351642897648903,1,1,NO,pressed leaves from the Geldarn tree, Geldarn tree leaves
What is the main function of the device known as the 'Chrono-Regulator'?,Stabilizing temporal distortions is a challenging task,0.3503910156342012,1,1,NO,"The main function of the device known as the 'Chrono-Regulator' is to stabilize localized temporal distortions, preventing chaotic time anomalies."," The main function of the 'Chrono-Regulator' is to stabilize localized temporal distortions, preventing chaotic time anomalies."
What is the main function of the device known as the 'Chrono-Regulator'?,The ruins where it was found belong to a forgotten civilization,0.3503910156342012,1,1,NO,"The main function of the device known as the 'Chrono-Regulator' is to stabilize localized temporal distortions, preventing chaotic time anomalies."," The main function of the 'Chrono-Regulator' is to stabilize localized temporal distortions, preventing chaotic time anomalies."
